State,IHE,Program Title,Level of Degree,Format,Alternate Route to Certification,Category of Credentialling,URL for Program
Michigan,Michigan State University,Child Development BA - Elementary Education Teacher Certification ZN Endorsement,Bachelors,In Person,No,Dual,https://reg.msu.edu/AcademicPrograms/Text.aspx?Section=129#s9292
Michigan,Saginaw Valley State University,Teacher Education (B.A) Option Two: Certification with Specialty Endorsement Early Childhood (Birth-Kindergarten) K-12 Special Education  (Autism Spectrum Disorders),Bachelors,In Person,No,Dual,https://catalog.svsu.edu/preview_program.php?catoid=46&poid=6294&returnto=3448
Michigan,Saginaw Valley State University,Teacher Education (B.A) Option Two: Certification with Specialty Endorsement Early Childhood (Birth-Kindergarten) K-12 Special Education  (Cognitive Impairment),Bachelors,In Person,No,Dual,https://catalog.svsu.edu/preview_program.php?catoid=46&poid=6294&returnto=3448
Michigan,Saginaw Valley State University,Teacher Education (B.A) Option Two: Certification with Specialty Endorsement Early Childhood (Birth-Kindergarten) K-12 Special Education  (Learning Disabilities),Bachelors,In Person,No,Dual,https://catalog.svsu.edu/preview_program.php?catoid=46&poid=6294&returnto=3448
Michigan,Saginaw Valley State University,Teacher Education (B.A) Option One: Dual Certification,Bachelors,In Person,No,Dual,https://catalog.svsu.edu/preview_program.php?catoid=46&poid=6294&returnto=3448
Michigan,Siena Heights University,Early Childhood Education Birth-Kindergarten BA Certification - ZN Endorsement,Bachelors,In Person,No,Blended,https://sites.sienaheights.edu/education/%e2%80%8bearly-childhood/
Michigan,Siena Heights University,Elementary Endorsement with Early Childhood Emphasis (ZS Endorsement),Bachelors,In Person,No,Blended,https://www.sienaheights.edu/academics/early-childhood-education/#page
Michigan,University of Michigan-Dearborn,Birth to Kindergarten Education,Bachelors,In Person,No,Blended,https://umdearborn.edu/cehhs/undergraduate-programs/areas-study/elementary-teacher-certification/elementary-grade-band-0
Michigan,University of Michigan-Dearborn,Elementary Education - Early Childhood BA (ZS Endorsement),Bachelors,In Person,No,Blended,https://umdearborn.edu/cehhs/undergraduate-programs/areas-study/elementary-education-early-childhood
Michigan,University of Michigan-Flint,Teaching Children from Birth through Kindergarten,Bachelors,In Person,No,Blended,https://catalog.umflint.edu/preview_program.php?catoid=32&poid=13644
Michigan,University of Michigan-Flint,Teaching Children in B-k + Pre-Kindergarten through Grade 3,Bachelors,In Person,No,Dual,https://catalog.umflint.edu/preview_program.php?catoid=32&poid=13644
Michigan,Wayne State University,Early Education (B.S.) B-K Grade Band,Bachelors,In Person,No,Blended,https://bulletins.wayne.edu/undergraduate/college-education/teacher-education/early-elementary-education-bs/#requirementstext
Michigan,Western Michigan University,Early Childhood Unified Education: Birth through Third Grade (ECUJ),Bachelors,In Person,No,Dual,https://wmich.edu/education/advising/early-childhood-unified-education-birth-through-third-grade
Michigan,Western Michigan University,Early Learning & Intervention: Birth - Kindergarten (ELIJ) - ZN Endorsement,Bachelors,In Person,No,Blended,https://catalog.wmich.edu/preview_program.php?catoid=41&poid=13931&returnto=1908
Michigan,Grand Valley State University,Early Childhood Education ZS Endorsement Only,Post Bac. Certificate,In Person,No,Blended,https://www.gvsu.edu/catalog/2022-2023/program/master-of-education-in-instruction-and-curriculum-early-childhood-education-emphasis.htm#anchor-2
Michigan,Michigan State University,Early Childhood-General and Special Education Endorsement (ZS),Post Bac. Certificate,In Person,No,Blended,https://hdfs.msu.edu/undergraduate/early-childhood-general-and-special-education-endorsement-zs
Michigan,Saginaw Valley State University,Early Childhood Education Graduate Endorsement (ZS),Post Bac. Certificate,In Person,No,Blended,https://www.svsu.edu/endorsements/earlychildhoodeducation/
Michigan,Northern Michigan University,Early Childhood Endorsement [ZS],Graduate Certificate,In Person,No,Blended,https://nmu.edu/graduatebulletin/early-childhood-endorsement-5
Michigan,University of Michigan-Flint,Early Childhood Certificate Endorsement,Graduate Certificate,In Person,No,Dual,https://catalog.umflint.edu/preview_program.php?catoid=32&poid=13178
Michigan,Western Michigan University,Graduate Certificate in Early Childhood Education - ZS Endorsement,Graduate Certificate,Online,No,Blended,https://wmich.edu/teaching/academics/graduate/early-childhood
Michigan,Eastern Michigan University,Early Childhood Education MA - Department of Education Early Childhood Endorsement (ZS),Masters,In Person,No,Dual,https://www.emich.edu/coe/programs/master-early-childhood-education.php
Michigan,Grand Valley State University,"Education, Instruction and Curriculum, M.Ed. - Early Childhood Education emphasis [ZS]",Masters,Online,No,Blended,https://www.gvsu.edu/acad/education-instruction-and-curriculum-med-early-childhood-education-emphasis.htm
Michigan,Grand Valley State University,M.ED. IN EARLY CHILDHOOD EDUCATION,Masters,Online,No,Blended,https://www.gvsu.edu/acad/education-instruction-and-curriculum-med-early-childhood-education-emphasis.htm
Michigan,Madonna University,Early Childhood Education MA - Early Childhood ZS Endorsement,Masters,In Person,No,Blended,https://www.madonna.edu/academics/programs/early-childhood-education-mat/
Michigan,Northern Michigan University,MA Early Childhood Education [with ZS],Masters,In Person,No,Blended,https://nmu.edu/online/earlychildhood
Michigan,Oakland University,Early Childhood Education M.Ed. (ZS Endorsement),Masters,In Person,No,Blended,https://www.oakland.edu/hdcs/early-childhood-education/ece/
Michigan,Saginaw Valley State University,Early Childhood Education MAT and Early Childhood Education Graduate Endorsement (ZS),Masters,In Person,No,Blended,https://www.svsu.edu/earlychildhoodclassroomteachingmat/ 
Michigan,Siena Heights University,Early Childhood Education MA (ZS Endorsement),Masters,In Person,No,Blended,https://catalog.sienaheights.edu/content.php?catoid=9&navoid=537
Michigan,Spring Arbor University,Early Childhood Education MA (ZS Endorsement),Masters,Online,No,Blended,https://online.arbor.edu/programs/online-master-of-arts-in-early-childhood-education?schoolsrc=426310
Michigan,University of Michigan-Dearborn,M.A. Early Childhood Education (ZS Endorsement),Masters,In Person,No,Blended,https://umdearborn.edu/cehhs/graduate-programs/areas-study/ma-early-childhood-education
Michigan,Western Michigan University,"MA in Teaching, Learning and Educational  Early Childhood Education Concentration - General and Special Education (ZS endorsement)",Masters,In Person,No,Blended,https://wmich.edu/teaching/early-childhood-concentration
Minnesota,Southwest Minnesota State University,Special Education: Early Childhood Special Education,Bachelors,Hybrid,No,ECSE,https://www.smsu.edu/academics/programs/education/early-childhood-special-education.html
Minnesota,Minnesota State University-Mankato,Grad cert Special Education: Early Childhood Special Education,Graduate Certificate,Online,No,ECSE,https://www.mnsu.edu/academics/academic-catalog/graduate/special-education/special-education-early-childhood-special-ed-gc/
Minnesota,Saint Cloud State University,Grad Certificate Special Education: Early Childhood Special Education,Graduate Certificate,In Person,No,ECSE,https://www.stcloudstate.edu/graduate/early-childhood-sped/certificate.aspx
Minnesota,Bethel University,"M.A., License Autism Spectrum Disorders B-21 (ASD) License",Masters,In Person,No,ECSE,https://catalog.bethel.edu/graduate/academic-programs-disciplines/education/autism-spectrum-disorders-b-12-asd-license/#degreerequirementstext
Minnesota,Minnesota State University Moorhead,Special Education: Early Childhood Special Education,Masters,Online,No,ECSE,https://www.mnstate.edu/academics/graduate/special-education/licensures/
Minnesota,Saint Cloud State University,MS (Starred Paper) Special Education: Early Childhood Special Education,Masters,In Person,No,ECSE,https://www.stcloudstate.edu/graduate/early-childhood-sped/default.aspx
Minnesota,Saint Cloud State University,MS (Thesis) Special Education: Early Childhood Special Education,Masters,In Person,No,ECSE,https://www.stcloudstate.edu/graduate/early-childhood-sped/default.aspx
Minnesota,Southwest Minnesota State University,Special Education: Early Childhood Special Education,Masters,Online,No,ECSE,https://www.smsu.edu/graduatestudies/programs/graduatelicensure/early-childhood-special-education.html
Minnesota,University of Minnesota-Twin Cities,MEd (Add-on Licensure) Special Education: Early Childhood Special Education,Masters,Hybrid,No,ECSE,https://www.cehd.umn.edu/edpsych/academics/specialed/ecse-licensure/
Minnesota,University of Minnesota-Twin Cities,MEd (Initial Licensure) Special Education: Early Childhood Special Education,Masters,Hybrid,No,ECSE,https://www.cehd.umn.edu/edpsych/academics/specialed/ecse-licensure/
Minnesota,University of St Thomas,MA in Special Education in Early Childhood Special Education with Additional Licensure  (for licensed non-SPED Teachers),Masters,Hybrid,No,ECSE,https://education.stthomas.edu/teacher-degrees-licensure/special-education/ma-teaching-initial-licensure/early-education/index.html
Minnesota,University of St Thomas,MA in Special Education in Early Childhood Special Education with Additional Licensure  (for licensed SPED Teachers),Masters,In Person,No,ECSE,https://education.stthomas.edu/teacher-degrees-licensure/special-education/ma-teaching-initial-licensure/early-education/index.html
Minnesota,University of St Thomas,MA in Teaching Special Education in Early Childhood Special Education with Initial Licensure,Masters,In Person,No,ECSE,https://education.stthomas.edu/teacher-degrees-licensure/special-education/ma-teaching-initial-licensure/index.html
Minnesota,Bethel University,Autism Spectrum Disorders B–21 (ASD) License add-on to ABS License,State Certification or Credential Only,In Person,No,ECSE,https://catalog.bethel.edu/graduate/academic-programs-disciplines/education/autism-spectrum-disorders-b-12-asd-license/#degreerequirementstext
Minnesota,University of St Thomas,Additional License in Early Childhood Special Education (no degree),State Certification or Credential Only,In Person,No,ECSE,https://education.stthomas.edu/teacher-degrees-licensure/special-education/ma-teaching-initial-licensure/early-education/
Mississippi,University of Mississippi,B.A.Ed. in Early Childhood Education w EI B-K Endorsement in Special Education,Bachelors,In Person,No,Dual,https://education.olemiss.edu/academics/programs/early_childhood_ed_bae.html
Missouri,Culver-Stockton College,ECE BA with a major in ECSE Add on,Bachelors,In Person,No,ECSE,https://culver.edu/future-students/undergraduate/majors/ece/
Missouri,Fontbonne University,BS ECE (and ECSE),Bachelors,In Person,No,Dual,https://catalog.fontbonne.edu/preview_program.php?catoid=7&poid=1295&hl=%22early+childhood%22&returnto=search
Missouri,Fontbonne University,Early Childhood Special Education Certification,Bachelors,In Person,No,ECSE,https://catalog.fontbonne.edu/preview_program.php?catoid=7&poid=1359&hl=%22Early+Childhood+Special+Education%22&returnto=search
Missouri,Fontbonne University,Early Childhood Special Education non Certification,Bachelors,In Person,No,ECSE,https://catalog.fontbonne.edu/preview_program.php?catoid=7&poid=1359&hl=%22Early+Childhood+Special+Education%22&returnto=search
Missouri,Lindenwood University,Early childhood special education bachelors,Bachelors,In Person,No,ECSE,https://lindenwood.smartcatalogiq.com/2021-2022/Undergraduate-Catalog/College-of-Education-and-Human-Services/Curriculum-Instruction-Teacher-Education-Department/Early-Childhood-Special-Education-B-A-Birth-Grade-3
Missouri,Missouri Baptist University,"Early Childhood Special Education/Early Childhood Education, BSE",Bachelors,In Person,No,Dual,https://www.mobap.edu/academics/education-division/early-childhood-special-education/
Missouri,Missouri Baptist University,"Early Childhood Special Education Stand-alone, BSE",Bachelors,In Person,No,ECSE,https://www.mobap.edu/academics/education-division/early-childhood-special-education/
Missouri,Missouri Valley College,BA ECE +  Early Childhood Special Education PK-3-Add-on,Bachelors,In Person,No,Dual,https://www.moval.edu/academics/academic-schools/school-of-education-social-sciences/early-childhood-education/
Missouri,Southeast Missouri State University,BA Exceptional Child Ed: Early Childhood Special Ed,Bachelors,In Person,No,ECSE,https://semo.edu/academics/programs/education-health/elementary-early-special-ed/exceptional-child-early-childhood.html
